sru_type,altitude,visibility,search_object_en,search_object_size,sweep_width
ROTARY,600,15,SAILBOAT,15,12.90
ROTARY,600,15,SAILBOAT,21,14.30
ROTARY,600,15,SAILBOAT,25,15.40
ROTARY,600,15,SHIP,27,17.50
ROTARY,600,15,SHIP,46,17.50
ROTARY,600,15,SHIP,47,20.40
ROTARY,600,15,SHIP,91,20.40
ROTARY,600,15,SHIP,92,22.20
ROTARY,600,20,PIW,1,0.10
ROTARY,600,20,POWERBOAT,5,2.70
ROTARY,600,20,POWERBOAT,6,6.10
ROTARY,600,20,POWERBOAT,10,9.30
ROTARY,600,20,POWERBOAT,16,14.90
ROTARY,600,20,POWERBOAT,24,18.50
ROTARY,600,20,RAFT,1,1.80
ROTARY,600,20,RAFT,4,3.00
ROTARY,600,20,RAFT,6,3.60
ROTARY,600,20,RAFT,8,3.90
ROTARY,600,20,RAFT,10,4.20
ROTARY,600,20,RAFT,15,4.70
ROTARY,600,20,RAFT,20,5.40
ROTARY,600,20,RAFT,25,5.90
ROTARY,600,20,SAILBOAT,5,5.60
ROTARY,600,20,SAILBOAT,8,8.60
ROTARY,600,20,SAILBOAT,12,13.60
ROTARY,600,20,SAILBOAT,15,15.50
ROTARY,600,20,SAILBOAT,21,17.40
ROTARY,600,20,SAILBOAT,25,18.90
ROTARY,600,20,SHIP,27,22.00
ROTARY,600,20,SHIP,46,22.00
ROTARY,600,20,SHIP,47,26.60
ROTARY,600,20,SHIP,91,26.60
ROTARY,600,20,SHIP,92,29.80
SMALL,0,1,PIW,1,0.30
SMALL,0,1,POWERBOAT,4,0.50
SMALL,0,1,POWERBOAT,5,1.00
SMALL,0,1,POWERBOAT,7,1.00
SMALL,0,1,POWERBOAT,8,1.10
SMALL,0,1,POWERBOAT,12,1.10
SMALL,0,1,POWERBOAT,13,1.20
SMALL,0,1,POWERBOAT,20,1.20
SMALL,0,1,POWERBOAT,21,1.20
SMALL,0,1,POWERBOAT,26,1.20
SMALL,0,1,RAFT,1,0.90
SMALL,0,1,RAFT,4,1.00
SMALL,0,1,RAFT,6,1.10
SMALL,0,1,RAFT,8,1.10
SMALL,0,1,RAFT,10,1.10
SMALL,0,1,RAFT,15,1.10
SMALL,0,1,RAFT,20,1.20
SMALL,0,1,RAFT,25,1.20
SMALL,0,1,SAILBOAT,5,1.00
SMALL,0,1,SAILBOAT,6,1.00
SMALL,0,1,SAILBOAT,8,1.10
SMALL,0,1,SAILBOAT,9,1.10
SMALL,0,1,SAILBOAT,12,1.20
SMALL,0,1,SAILBOAT,15,1.20
SMALL,0,1,SAILBOAT,20,1.20
SMALL,0,1,SAILBOAT,23,1.20
SMALL,0,1,SAILBOAT,24,1.20
SMALL,0,1,SAILBOAT,26,1.20
SMALL,0,1,SHIP,27,1.80
SMALL,0,1,SHIP,45,1.80
SMALL,0,1,SHIP,46,1.80
SMALL,0,1,SHIP,90,1.80
SMALL,0,1,SHIP,91,1.80
SMALL,0,3,PIW,1,0.40
SMALL,0,3,POWERBOAT,4,1.10
SMALL,0,3,POWERBOAT,5,2.00
SMALL,0,3,POWERBOAT,7,2.00
SMALL,0,3,POWERBOAT,8,2.50
SMALL,0,3,POWERBOAT,12,2.50
SMALL,0,3,POWERBOAT,13,3.10
SMALL,0,3,POWERBOAT,20,3.10
SMALL,0,3,POWERBOAT,21,3.20
SMALL,0,3,POWERBOAT,26,3.20
SMALL,0,3,RAFT,1,1.80
SMALL,0,3,RAFT,4,2.20
SMALL,0,3,RAFT,6,2.50
SMALL,0,3,RAFT,8,2.50
SMALL,0,3,RAFT,10,2.60
SMALL,0,3,RAFT,15,2.80
SMALL,0,3,RAFT,20,3.00
SMALL,0,3,RAFT,25,3.10
SMALL,0,3,SAILBOAT,5,1.90
SMALL,0,3,SAILBOAT,6,2.20
SMALL,0,3,SAILBOAT,8,2.40
SMALL,0,3,SAILBOAT,9,2.70
SMALL,0,3,SAILBOAT,12,3.00
SMALL,0,3,SAILBOAT,15,3.10
SMALL,0,3,SAILBOAT,20,3.20
SMALL,0,3,SAILBOAT,23,3.20
SMALL,0,3,SAILBOAT,24,3.30
SMALL,0,3,SAILBOAT,26,3.30
SMALL,0,3,SHIP,27,3.30
SMALL,0,3,SHIP,45,3.30
SMALL,0,3,SHIP,46,3.40
SMALL,0,3,SHIP,90,3.40
SMALL,0,3,SHIP,91,3.40
SMALL,0,5,PIW,1,0.50
SMALL,0,5,POWERBOAT,4,1.40
SMALL,0,5,POWERBOAT,5,2.90
SMALL,0,5,POWERBOAT,7,2.90
SMALL,0,5,POWERBOAT,8,3.80
SMALL,0,5,POWERBOAT,12,3.80
SMALL,0,5,POWERBOAT,13,5.10
SMALL,0,5,POWERBOAT,20,5.10
SMALL,0,5,POWERBOAT,21,5.60
SMALL,0,5,POWERBOAT,26,5.60
SMALL,0,5,RAFT,1,2.30
SMALL,0,5,RAFT,4,3.00
SMALL,0,5,RAFT,6,3.40
SMALL,0,5,RAFT,8,3.50
SMALL,0,5,RAFT,10,3.60
SMALL,0,5,RAFT,15,3.80
SMALL,0,5,RAFT,20,4.10
SMALL,0,5,RAFT,25,4.30
SMALL,0,5,SAILBOAT,5,2.70
SMALL,0,5,SAILBOAT,6,3.20
SMALL,0,5,SAILBOAT,8,3.60
SMALL,0,5,SAILBOAT,9,4.10
SMALL,0,5,SAILBOAT,12,4.90
SMALL,0,5,SAILBOAT,15,5.20
SMALL,0,5,SAILBOAT,20,5.50
SMALL,0,5,SAILBOAT,23,5.50
SMALL,0,5,SAILBOAT,24,5.70
SMALL,0,5,SAILBOAT,26,5.70
SMALL,0,5,SHIP,27,6.00
SMALL,0,5,SHIP,45,6.00
SMALL,0,5,SHIP,46,6.30
SMALL,0,5,SHIP,90,6.30
SMALL,0,5,SHIP,91,6.40
SMALL,0,10,PIW,1,0.50
SMALL,0,10,POWERBOAT,4,1.90
SMALL,0,10,POWERBOAT,5,4.30
SMALL,0,10,POWERBOAT,7,4.30
SMALL,0,10,POWERBOAT,8,6.10
SMALL,0,10,POWERBOAT,12,6.10
SMALL,0,10,POWERBOAT,13,9.10
SMALL,0,10,POWERBOAT,20,9.10
SMALL,0,10,POWERBOAT,21,10.70
SMALL,0,10,POWERBOAT,26,10.70
SMALL,0,10,RAFT,1,3.10
SMALL,0,10,RAFT,4,4.00
SMALL,0,10,RAFT,6,4.70
SMALL,0,10,RAFT,8,4.80
SMALL,0,10,RAFT,10,5.10
SMALL,0,10,RAFT,15,5.50
SMALL,0,10,RAFT,20,6.10
SMALL,0,10,RAFT,25,6.40
SMALL,0,10,SAILBOAT,5,3.90
SMALL,0,10,SAILBOAT,6,4.80
SMALL,0,10,SAILBOAT,8,5.70
SMALL,0,10,SAILBOAT,9,6.80
SMALL,0,10,SAILBOAT,12,8.50
SMALL,0,10,SAILBOAT,15,9.40
SMALL,0,10,SAILBOAT,20,10.20
SMALL,0,10,SAILBOAT,23,10.20
SMALL,0,10,SAILBOAT,24,10.80
SMALL,0,10,SAILBOAT,26,10.80
SMALL,0,10,SHIP,27,12.00
SMALL,0,10,SHIP,45,12.00
SMALL,0,10,SHIP,46,13.40
SMALL,0,10,SHIP,90,13.40
SMALL,0,10,SHIP,91,14.10
SMALL,0,15,PIW,1,0.50
SMALL,0,15,POWERBOAT,4,2.10
SMALL,0,15,POWERBOAT,5,5.20
SMALL,0,15,POWERBOAT,7,5.20
SMALL,0,15,POWERBOAT,8,7.70
SMALL,0,15,POWERBOAT,12,7.70
SMALL,0,15,POWERBOAT,13,12.10
SMALL,0,15,POWERBOAT,20,12.10
SMALL,0,15,POWERBOAT,21,14.70
SMALL,0,15,POWERBOAT,26,14.70
SMALL,0,15,RAFT,1,3.40
SMALL,0,15,RAFT,4,4.60
SMALL,0,15,RAFT,6,5.50
SMALL,0,15,RAFT,8,5.70
SMALL,0,15,RAFT,10,6.10
SMALL,0,15,RAFT,15,6.50
SMALL,0,15,RAFT,20,7.30
SMALL,0,15,RAFT,25,7.80
SMALL,0,15,SAILBOAT,5,4.70
SMALL,0,15,SAILBOAT,6,5.90
SMALL,0,15,SAILBOAT,8,7.00
SMALL,0,15,SAILBOAT,9,8.60
SMALL,0,15,SAILBOAT,12,11.20
SMALL,0,15,SAILBOAT,15,12.50
SMALL,0,15,SAILBOAT,20,13.90
SMALL,0,15,SAILBOAT,23,13.90
SMALL,0,15,SAILBOAT,24,15.00
SMALL,0,15,SAILBOAT,26,15.00
SMALL,0,15,SHIP,27,17.10
SMALL,0,15,SHIP,45,17.10
SMALL,0,15,SHIP,46,20.10
SMALL,0,15,SHIP,90,20.10
SMALL,0,15,SHIP,91,21.80
SMALL,0,20,PIW,1,0.50
SMALL,0,20,POWERBOAT,4,2.30
SMALL,0,20,POWERBOAT,5,5.80
SMALL,0,20,POWERBOAT,7,5.80
SMALL,0,20,POWERBOAT,8,8.80
SMALL,0,20,POWERBOAT,12,8.80
SMALL,0,20,POWERBOAT,13,14.40
SMALL,0,20,POWERBOAT,20,14.40
SMALL,0,20,POWERBOAT,21,18.10
SMALL,0,20,POWERBOAT,26,18.10
SMALL,0,20,RAFT,1,3.70
SMALL,0,20,RAFT,4,5.00
SMALL,0,20,RAFT,6,6.00
SMALL,0,20,RAFT,8,6.20
SMALL,0,20,RAFT,10,6.70
SMALL,0,20,RAFT,15,7.20
SMALL,0,20,RAFT,20,8.10
SMALL,0,20,RAFT,25,8.70
SMALL,0,20,SAILBOAT,5,5.20
SMALL,0,20,SAILBOAT,6,8.60
SMALL,0,20,SAILBOAT,8,8.10
SMALL,0,20,SAILBOAT,9,10.00
SMALL,0,20,SAILBOAT,12,13.30
SMALL,0,20,SAILBOAT,15,15.00
SMALL,0,20,SAILBOAT,20,16.90
SMALL,0,20,SAILBOAT,23,16.90
SMALL,0,20,SAILBOAT,24,18.40
SMALL,0,20,SAILBOAT,26,18.40
SMALL,0,20,SHIP,27,21.50
SMALL,0,20,SHIP,45,21.50
SMALL,0,20,SHIP,46,26.10
SMALL,0,20,SHIP,90,26.10
SMALL,0,20,SHIP,91,29.20
